obcina,regija,leto,spol,izobrazba,stevilo,prebivalci,odstotek
Apače,Pomurska,2018,Ženske, Visokošolska 1. stopnje ipd.,135,1775,7.61
Apače,Pomurska,2018,Ženske, Visokošolska 2. stopnje ipd.,91,1775,5.13
Apače,Pomurska,2018,Ženske, Visokošolska 3. stopnje ipd.,11,1775,0.62
Apače,Pomurska,2019,Moški, Osnovnošolska ali manj - Skupaj,415,1758,23.61
Apače,Pomurska,2019,Moški, Srednješolska - Skupaj,954,1758,54.27
Apače,Pomurska,2019,Moški," Višješolska, visokošolska - Skupaj",136,1758,7.74
Apače,Pomurska,2019,Moški, Visokošolska 1. stopnje ipd.,80,1758,4.55
Apače,Pomurska,2019,Moški, Visokošolska 2. stopnje ipd.,49,1758,2.79
Apače,Pomurska,2019,Moški, Visokošolska 3. stopnje ipd.,7,1758,0.4
Apače,Pomurska,2019,Ženske, Osnovnošolska ali manj - Skupaj,591,1766,33.47
Apače,Pomurska,2019,Ženske, Srednješolska - Skupaj,687,1766,38.9
Apače,Pomurska,2019,Ženske," Višješolska, visokošolska - Skupaj",245,1766,13.87
Apače,Pomurska,2019,Ženske, Visokošolska 1. stopnje ipd.,138,1766,7.81
Apače,Pomurska,2019,Ženske, Visokošolska 2. stopnje ipd.,96,1766,5.44
Apače,Pomurska,2019,Ženske, Visokošolska 3. stopnje ipd.,11,1766,0.62
Apače,Pomurska,2020,Moški, Osnovnošolska ali manj - Skupaj,406,1769,22.95
Apače,Pomurska,2020,Moški, Srednješolska - Skupaj,957,1769,54.1
Apače,Pomurska,2020,Moški," Višješolska, visokošolska - Skupaj",142,1769,8.03
Apače,Pomurska,2020,Moški, Visokošolska 1. stopnje ipd.,82,1769,4.64
Apače,Pomurska,2020,Moški, Visokošolska 2. stopnje ipd.,52,1769,2.94
Apače,Pomurska,2020,Moški, Visokošolska 3. stopnje ipd.,8,1769,0.45
Apače,Pomurska,2020,Ženske, Osnovnošolska ali manj - Skupaj,575,1768,32.52
Apače,Pomurska,2020,Ženske, Srednješolska - Skupaj,704,1768,39.82
Apače,Pomurska,2020,Ženske," Višješolska, visokošolska - Skupaj",249,1768,14.08
Apače,Pomurska,2020,Ženske, Visokošolska 1. stopnje ipd.,141,1768,7.98
Apače,Pomurska,2020,Ženske, Visokošolska 2. stopnje ipd.,97,1768,5.49
Apače,Pomurska,2020,Ženske, Visokošolska 3. stopnje ipd.,11,1768,0.62
Beltinci,Pomurska,2012,Moški, Osnovnošolska ali manj - Skupaj,1011,4136,24.44
Beltinci,Pomurska,2012,Moški, Srednješolska - Skupaj,2115,4136,51.14
Beltinci,Pomurska,2012,Moški," Višješolska, visokošolska - Skupaj",371,4136,8.97
Beltinci,Pomurska,2012,Moški, Visokošolska 1. stopnje ipd.,192,4136,4.64
Beltinci,Pomurska,2012,Moški, Visokošolska 2. stopnje ipd.,163,4136,3.94
Beltinci,Pomurska,2012,Moški, Visokošolska 3. stopnje ipd.,16,4136,0.39
Beltinci,Pomurska,2012,Ženske, Osnovnošolska ali manj - Skupaj,1564,4207,37.18
Beltinci,Pomurska,2012,Ženske, Srednješolska - Skupaj,1573,4207,37.39
Beltinci,Pomurska,2012,Ženske," Višješolska, visokošolska - Skupaj",484,4207,11.5
Beltinci,Pomurska,2012,Ženske, Visokošolska 1. stopnje ipd.,260,4207,6.18
Beltinci,Pomurska,2012,Ženske, Visokošolska 2. stopnje ipd.,207,4207,4.92
Beltinci,Pomurska,2012,Ženske, Visokošolska 3. stopnje ipd.,17,4207,0.4
Beltinci,Pomurska,2013,Moški, Osnovnošolska ali manj - Skupaj,976,4140,23.57
Beltinci,Pomurska,2013,Moški, Srednješolska - Skupaj,2145,4140,51.81
Beltinci,Pomurska,2013,Moški," Višješolska, visokošolska - Skupaj",390,4140,9.42
Beltinci,Pomurska,2013,Moški, Visokošolska 1. stopnje ipd.,195,4140,4.71
Beltinci,Pomurska,2013,Moški, Visokošolska 2. stopnje ipd.,178,4140,4.3
Beltinci,Pomurska,2013,Moški, Visokošolska 3. stopnje ipd.,17,4140,0.41
Beltinci,Pomurska,2013,Ženske, Osnovnošolska ali manj - Skupaj,1520,4182,36.35
Beltinci,Pomurska,2013,Ženske, Srednješolska - Skupaj,1582,4182,37.83
Beltinci,Pomurska,2013,Ženske," Višješolska, visokošolska - Skupaj",506,4182,12.1
Beltinci,Pomurska,2013,Ženske, Visokošolska 1. stopnje ipd.,281,4182,6.72
Beltinci,Pomurska,2013,Ženske, Visokošolska 2. stopnje ipd.,208,4182,4.97
Beltinci,Pomurska,2013,Ženske, Visokošolska 3. stopnje ipd.,17,4182,0.41
Beltinci,Pomurska,2014,Moški, Osnovnošolska ali manj - Skupaj,946,4152,22.78
Beltinci,Pomurska,2014,Moški, Srednješolska - Skupaj,2166,4152,52.17
Beltinci,Pomurska,2014,Moški," Višješolska, visokošolska - Skupaj",409,4152,9.85
Beltinci,Pomurska,2014,Moški, Visokošolska 1. stopnje ipd.,214,4152,5.15
Beltinci,Pomurska,2014,Moški, Visokošolska 2. stopnje ipd.,178,4152,4.29
Beltinci,Pomurska,2014,Moški, Visokošolska 3. stopnje ipd.,17,4152,0.41
Beltinci,Pomurska,2014,Ženske, Osnovnošolska ali manj - Skupaj,1488,4179,35.61
Beltinci,Pomurska,2014,Ženske, Srednješolska - Skupaj,1567,4179,37.5
Beltinci,Pomurska,2014,Ženske," Višješolska, visokošolska - Skupaj",557,4179,13.33
Beltinci,Pomurska,2014,Ženske, Visokošolska 1. stopnje ipd.,323,4179,7.73
Beltinci,Pomurska,2014,Ženske, Visokošolska 2. stopnje ipd.,217,4179,5.19
Beltinci,Pomurska,2014,Ženske, Visokošolska 3. stopnje ipd.,17,4179,0.41
Beltinci,Pomurska,2015,Moški, Osnovnošolska ali manj - Skupaj,923,4130,22.35
Beltinci,Pomurska,2015,Moški, Srednješolska - Skupaj,2159,4130,52.28
Beltinci,Pomurska,2015,Moški," Višješolska, visokošolska - Skupaj",427,4130,10.34
Beltinci,Pomurska,2015,Moški, Visokošolska 1. stopnje ipd.,232,4130,5.62
Beltinci,Pomurska,2015,Moški, Visokošolska 2. stopnje ipd.,178,4130,4.31
Beltinci,Pomurska,2015,Moški, Visokošolska 3. stopnje ipd.,17,4130,0.41
Beltinci,Pomurska,2015,Ženske, Osnovnošolska ali manj - Skupaj,1411,4135,34.12
Beltinci,Pomurska,2015,Ženske, Srednješolska - Skupaj,1583,4135,38.28
Beltinci,Pomurska,2015,Ženske," Višješolska, visokošolska - Skupaj",573,4135,13.86
Beltinci,Pomurska,2015,Ženske, Visokošolska 1. stopnje ipd.,331,4135,8
Beltinci,Pomurska,2015,Ženske, Visokošolska 2. stopnje ipd.,222,4135,5.37
Beltinci,Pomurska,2015,Ženske, Visokošolska 3. stopnje ipd.,20,4135,0.48
Beltinci,Pomurska,2016,Moški, Osnovnošolska ali manj - Skupaj,901,4123,21.85
Beltinci,Pomurska,2016,Moški, Srednješolska - Skupaj,2170,4123,52.63
Beltinci,Pomurska,2016,Moški," Višješolska, visokošolska - Skupaj",442,4123,10.72
Beltinci,Pomurska,2016,Moški, Visokošolska 1. stopnje ipd.,238,4123,5.77
Beltinci,Pomurska,2016,Moški, Visokošolska 2. stopnje ipd.,184,4123,4.46
Beltinci,Pomurska,2016,Moški, Visokošolska 3. stopnje ipd.,20,4123,0.49
Beltinci,Pomurska,2016,Ženske, Osnovnošolska ali manj - Skupaj,1376,4136,33.27
Beltinci,Pomurska,2016,Ženske, Srednješolska - Skupaj,1601,4136,38.71
Beltinci,Pomurska,2016,Ženske," Višješolska, visokošolska - Skupaj",597,4136,14.43
Beltinci,Pomurska,2016,Ženske, Visokošolska 1. stopnje ipd.,343,4136,8.29
Beltinci,Pomurska,2016,Ženske, Visokošolska 2. stopnje ipd.,234,4136,5.66
Beltinci,Pomurska,2016,Ženske, Visokošolska 3. stopnje ipd.,20,4136,0.48
Beltinci,Pomurska,2017,Moški, Osnovnošolska ali manj - Skupaj,875,4118,21.25
Beltinci,Pomurska,2017,Moški, Srednješolska - Skupaj,2159,4118,52.43
Beltinci,Pomurska,2017,Moški," Višješolska, visokošolska - Skupaj",463,4118,11.24
Beltinci,Pomurska,2017,Moški, Visokošolska 1. stopnje ipd.,253,4118,6.14
Beltinci,Pomurska,2017,Moški, Visokošolska 2. stopnje ipd.,187,4118,4.54
Beltinci,Pomurska,2017,Moški, Visokošolska 3. stopnje ipd.,23,4118,0.56
Beltinci,Pomurska,2017,Ženske, Osnovnošolska ali manj - Skupaj,1323,4127,32.06
Beltinci,Pomurska,2017,Ženske, Srednješolska - Skupaj,1593,4127,38.6
Beltinci,Pomurska,2017,Ženske," Višješolska, visokošolska - Skupaj",647,4127,15.68
Beltinci,Pomurska,2017,Ženske, Visokošolska 1. stopnje ipd.,366,4127,8.87
Beltinci,Pomurska,2017,Ženske, Visokošolska 2. stopnje ipd.,259,4127,6.28
Beltinci,Pomurska,2017,Ženske, Visokošolska 3. stopnje ipd.,22,4127,0.53
Beltinci,Pomurska,2018,Moški, Osnovnošolska ali manj - Skupaj,848,4082,20.77
Beltinci,Pomurska,2018,Moški, Srednješolska - Skupaj,2145,4082,52.55
Beltinci,Pomurska,2018,Moški," Višješolska, visokošolska - Skupaj",469,4082,11.49
Beltinci,Pomurska,2018,Moški, Visokošolska 1. stopnje ipd.,254,4082,6.22
Beltinci,Pomurska,2018,Moški, Visokošolska 2. stopnje ipd.,191,4082,4.68
Beltinci,Pomurska,2018,Moški, Visokošolska 3. stopnje ipd.,24,4082,0.59
Beltinci,Pomurska,2018,Ženske, Osnovnošolska ali manj - Skupaj,1280,4088,31.31
Beltinci,Pomurska,2018,Ženske, Srednješolska - Skupaj,1584,4088,38.75
Beltinci,Pomurska,2018,Ženske," Višješolska, visokošolska - Skupaj",671,4088,16.41
Beltinci,Pomurska,2018,Ženske, Visokošolska 1. stopnje ipd.,381,4088,9.32
Beltinci,Pomurska,2018,Ženske, Visokošolska 2. stopnje ipd.,267,4088,6.53
Beltinci,Pomurska,2018,Ženske, Visokošolska 3. stopnje ipd.,23,4088,0.56
Beltinci,Pomurska,2019,Moški, Osnovnošolska ali manj - Skupaj,807,4045,19.95
Beltinci,Pomurska,2019,Moški, Srednješolska - Skupaj,2147,4045,53.08
Beltinci,Pomurska,2019,Moški," Višješolska, visokošolska - Skupaj",477,4045,11.79
Beltinci,Pomurska,2019,Moški, Visokošolska 1. stopnje ipd.,262,4045,6.48
Beltinci,Pomurska,2019,Moški, Visokošolska 2. stopnje ipd.,191,4045,4.72
Beltinci,Pomurska,2019,Moški, Visokošolska 3. stopnje ipd.,24,4045,0.59
Beltinci,Pomurska,2019,Ženske, Osnovnošolska ali manj - Skupaj,1255,4055,30.95
Beltinci,Pomurska,2019,Ženske, Srednješolska - Skupaj,1574,4055,38.82
Beltinci,Pomurska,2019,Ženske," Višješolska, visokošolska - Skupaj",672,4055,16.57
Beltinci,Pomurska,2019,Ženske, Visokošolska 1. stopnje ipd.,382,4055,9.42
Beltinci,Pomurska,2019,Ženske, Visokošolska 2. stopnje ipd.,265,4055,6.54
Beltinci,Pomurska,2019,Ženske, Visokošolska 3. stopnje ipd.,25,4055,0.62
Beltinci,Pomurska,2020,Moški, Osnovnošolska ali manj - Skupaj,789,4026,19.6
Beltinci,Pomurska,2020,Moški, Srednješolska - Skupaj,2134,4026,53.01
Beltinci,Pomurska,2020,Moški," Višješolska, visokošolska - Skupaj",486,4026,12.07
Beltinci,Pomurska,2020,Moški, Visokošolska 1. stopnje ipd.,274,4026,6.81
Beltinci,Pomurska,2020,Moški, Visokošolska 2. stopnje ipd.,187,4026,4.64
Beltinci,Pomurska,2020,Moški, Visokošolska 3. stopnje ipd.,25,4026,0.62
Beltinci,Pomurska,2020,Ženske, Osnovnošolska ali manj - Skupaj,1215,4025,30.19
Beltinci,Pomurska,2020,Ženske, Srednješolska - Skupaj,1581,4025,39.28
Beltinci,Pomurska,2020,Ženske," Višješolska, visokošolska - Skupaj",697,4025,17.32
Beltinci,Pomurska,2020,Ženske, Visokošolska 1. stopnje ipd.,395,4025,9.81
Beltinci,Pomurska,2020,Ženske, Visokošolska 2. stopnje ipd.,276,4025,6.86
Beltinci,Pomurska,2020,Ženske, Visokošolska 3. stopnje ipd.,26,4025,0.65
Benedikt,Podravska,2012,Moški, Osnovnošolska ali manj - Skupaj,341,1240,27.5
Benedikt,Podravska,2012,Moški, Srednješolska - Skupaj,605,1240,48.79
Benedikt,Podravska,2012,Moški," Višješolska, visokošolska - Skupaj",69,1240,5.56
Benedikt,Podravska,2012,Moški, Visokošolska 1. stopnje ipd.,36,1240,2.9
Benedikt,Podravska,2012,Moški, Visokošolska 2. stopnje ipd.,28,1240,2.26
Benedikt,Podravska,2012,Moški, Visokošolska 3. stopnje ipd.,5,1240,0.4
Benedikt,Podravska,2012,Ženske, Osnovnošolska ali manj - Skupaj,418,1195,34.98
Benedikt,Podravska,2012,Ženske, Srednješolska - Skupaj,444,1195,37.15
Benedikt,Podravska,2012,Ženske," Višješolska, visokošolska - Skupaj",123,1195,10.29
Benedikt,Podravska,2012,Ženske, Visokošolska 1. stopnje ipd.,66,1195,5.52
Benedikt,Podravska,2012,Ženske, Visokošolska 2. stopnje ipd.,53,1195,4.44
Benedikt,Podravska,2012,Ženske, Visokošolska 3. stopnje ipd.,4,1195,0.33
Benedikt,Podravska,2013,Moški, Osnovnošolska ali manj - Skupaj,328,1245,26.35
Benedikt,Podravska,2013,Moški, Srednješolska - Skupaj,616,1245,49.48
Benedikt,Podravska,2013,Moški," Višješolska, visokošolska - Skupaj",73,1245,5.86
Benedikt,Podravska,2013,Moški, Visokošolska 1. stopnje ipd.,39,1245,3.13
Benedikt,Podravska,2013,Moški, Visokošolska 2. stopnje ipd.,28,1245,2.25
Benedikt,Podravska,2013,Moški, Visokošolska 3. stopnje ipd.,6,1245,0.48
Benedikt,Podravska,2013,Ženske, Osnovnošolska ali manj - Skupaj,424,1204,35.22
Benedikt,Podravska,2013,Ženske, Srednješolska - Skupaj,429,1204,35.63
Benedikt,Podravska,2013,Ženske," Višješolska, visokošolska - Skupaj",134,1204,11.13
Benedikt,Podravska,2013,Ženske, Visokošolska 1. stopnje ipd.,75,1204,6.23
Benedikt,Podravska,2013,Ženske, Visokošolska 2. stopnje ipd.,56,1204,4.65
Benedikt,Podravska,2013,Ženske, Visokošolska 3. stopnje ipd.,3,1204,0.25
Benedikt,Podravska,2014,Moški, Osnovnošolska ali manj - Skupaj,299,1240,24.11
Benedikt,Podravska,2014,Moški, Srednješolska - Skupaj,635,1240,51.21
Benedikt,Podravska,2014,Moški," Višješolska, visokošolska - Skupaj",84,1240,6.77
Benedikt,Podravska,2014,Moški, Visokošolska 1. stopnje ipd.,48,1240,3.87
Benedikt,Podravska,2014,Moški, Visokošolska 2. stopnje ipd.,29,1240,2.34
Benedikt,Podravska,2014,Moški, Visokošolska 3. stopnje ipd.,7,1240,0.56
Benedikt,Podravska,2014,Ženske, Osnovnošolska ali manj - Skupaj,409,1224,33.42
Benedikt,Podravska,2014,Ženske, Srednješolska - Skupaj,440,1224,35.95
Benedikt,Podravska,2014,Ženske," Višješolska, visokošolska - Skupaj",150,1224,12.25
Benedikt,Podravska,2014,Ženske, Visokošolska 1. stopnje ipd.,85,1224,6.94
Benedikt,Podravska,2014,Ženske, Visokošolska 2. stopnje ipd.,62,1224,5.07
Benedikt,Podravska,2014,Ženske, Visokošolska 3. stopnje ipd.,3,1224,0.25
Benedikt,Podravska,2015,Moški, Osnovnošolska ali manj - Skupaj,300,1238,24.23
Benedikt,Podravska,2015,Moški, Srednješolska - Skupaj,628,1238,50.73
Benedikt,Podravska,2015,Moški," Višješolska, visokošolska - Skupaj",97,1238,7.84
Benedikt,Podravska,2015,Moški, Visokošolska 1. stopnje ipd.,59,1238,4.77
Benedikt,Podravska,2015,Moški, Visokošolska 2. stopnje ipd.,31,1238,2.5
Benedikt,Podravska,2015,Moški, Visokošolska 3. stopnje ipd.,7,1238,0.57
Benedikt,Podravska,2015,Ženske, Osnovnošolska ali manj - Skupaj,395,1222,32.32
Benedikt,Podravska,2015,Ženske, Srednješolska - Skupaj,447,1222,36.58
Benedikt,Podravska,2015,Ženske," Višješolska, visokošolska - Skupaj",162,1222,13.26
Benedikt,Podravska,2015,Ženske, Visokošolska 1. stopnje ipd.,97,1222,7.94
Benedikt,Podravska,2015,Ženske, Visokošolska 2. stopnje ipd.,63,1222,5.16
Benedikt,Podravska,2015,Ženske, Visokošolska 3. stopnje ipd.,2,1222,0.16
Benedikt,Podravska,2016,Moški, Osnovnošolska ali manj - Skupaj,293,1246,23.52
Benedikt,Podravska,2016,Moški, Srednješolska - Skupaj,634,1246,50.88
Benedikt,Podravska,2016,Moški," Višješolska, visokošolska - Skupaj",101,1246,8.11
Benedikt,Podravska,2016,Moški, Visokošolska 1. stopnje ipd.,61,1246,4.9
Benedikt,Podravska,2016,Moški, Visokošolska 2. stopnje ipd.,33,1246,2.65
Benedikt,Podravska,2016,Moški, Visokošolska 3. stopnje ipd.,7,1246,0.56
Benedikt,Podravska,2016,Ženske, Osnovnošolska ali manj - Skupaj,385,1252,30.75
Benedikt,Podravska,2016,Ženske, Srednješolska - Skupaj,467,1252,37.3
Benedikt,Podravska,2016,Ženske," Višješolska, visokošolska - Skupaj",175,1252,13.98
Benedikt,Podravska,2016,Ženske, Visokošolska 1. stopnje ipd.,105,1252,8.39
Benedikt,Podravska,2016,Ženske, Visokošolska 2. stopnje ipd.,68,1252,5.43
Benedikt,Podravska,2016,Ženske, Visokošolska 3. stopnje ipd.,2,1252,0.16
Benedikt,Podravska,2017,Moški, Osnovnošolska ali manj - Skupaj,291,1239,23.49
Benedikt,Podravska,2017,Moški, Srednješolska - Skupaj,640,1239,51.65
Benedikt,Podravska,2017,Moški," Višješolska, visokošolska - Skupaj",109,1239,8.8
Benedikt,Podravska,2017,Moški, Visokošolska 1. stopnje ipd.,60,1239,4.84
Benedikt,Podravska,2017,Moški, Visokošolska 2. stopnje ipd.,41,1239,3.31
Benedikt,Podravska,2017,Moški, Visokošolska 3. stopnje ipd.,8,1239,0.65
Benedikt,Podravska,2017,Ženske, Osnovnošolska ali manj - Skupaj,367,1256,29.22
Benedikt,Podravska,2017,Ženske, Srednješolska - Skupaj,474,1256,37.74
Benedikt,Podravska,2017,Ženske," Višješolska, visokošolska - Skupaj",181,1256,14.41
Benedikt,Podravska,2017,Ženske, Visokošolska 1. stopnje ipd.,105,1256,8.36
Benedikt,Podravska,2017,Ženske, Visokošolska 2. stopnje ipd.,72,1256,5.73
Benedikt,Podravska,2017,Ženske, Visokošolska 3. stopnje ipd.,4,1256,0.32
Benedikt,Podravska,2018,Moški, Osnovnošolska ali manj - Skupaj,286,1267,22.57
Benedikt,Podravska,2018,Moški, Srednješolska - Skupaj,657,1267,51.85
Benedikt,Podravska,2018,Moški," Višješolska, visokošolska - Skupaj",112,1267,8.84
Benedikt,Podravska,2018,Moški, Visokošolska 1. stopnje ipd.,64,1267,5.05
Benedikt,Podravska,2018,Moški, Visokošolska 2. stopnje ipd.,40,1267,3.16
Benedikt,Podravska,2018,Moški, Visokošolska 3. stopnje ipd.,8,1267,0.63
Benedikt,Podravska,2018,Ženske, Osnovnošolska ali manj - Skupaj,359,1269,28.29
Benedikt,Podravska,2018,Ženske, Srednješolska - Skupaj,476,1269,37.51
Benedikt,Podravska,2018,Ženske," Višješolska, visokošolska - Skupaj",190,1269,14.97
Benedikt,Podravska,2018,Ženske, Visokošolska 1. stopnje ipd.,106,1269,8.35
Benedikt,Podravska,2018,Ženske, Visokošolska 2. stopnje ipd.,79,1269,6.23
Benedikt,Podravska,2018,Ženske, Visokošolska 3. stopnje ipd.,5,1269,0.39
Benedikt,Podravska,2019,Moški, Osnovnošolska ali manj - Skupaj,264,1308,20.18
Benedikt,Podravska,2019,Moški, Srednješolska - Skupaj,689,1308,52.68
Benedikt,Podravska,2019,Moški," Višješolska, visokošolska - Skupaj",118,1308,9.02
Benedikt,Podravska,2019,Moški, Visokošolska 1. stopnje ipd.,65,1308,4.97
Benedikt,Podravska,2019,Moški, Visokošolska 2. stopnje ipd.,44,1308,3.36
Benedikt,Podravska,2019,Moški, Visokošolska 3. stopnje ipd.,9,1308,0.69
Benedikt,Podravska,2019,Ženske, Osnovnošolska ali manj - Skupaj,342,1272,26.89
Benedikt,Podravska,2019,Ženske, Srednješolska - Skupaj,496,1272,38.99
Benedikt,Podravska,2019,Ženske," Višješolska, visokošolska - Skupaj",199,1272,15.64
Benedikt,Podravska,2019,Ženske, Visokošolska 1. stopnje ipd.,113,1272,8.88
Benedikt,Podravska,2019,Ženske, Visokošolska 2. stopnje ipd.,81,1272,6.37
Benedikt,Podravska,2019,Ženske, Visokošolska 3. stopnje ipd.,5,1272,0.39
Benedikt,Podravska,2020,Moški, Osnovnošolska ali manj - Skupaj,260,1330,19.55
Benedikt,Podravska,2020,Moški, Srednješolska - Skupaj,718,1330,53.98
Benedikt,Podravska,2020,Moški," Višješolska, visokošolska - Skupaj",124,1330,9.32
Benedikt,Podravska,2020,Moški, Visokošolska 1. stopnje ipd.,69,1330,5.19
Benedikt,Podravska,2020,Moški, Visokošolska 2. stopnje ipd.,47,1330,3.53
Benedikt,Podravska,2020,Moški, Visokošolska 3. stopnje ipd.,8,1330,0.6
Benedikt,Podravska,2020,Ženske, Osnovnošolska ali manj - Skupaj,344,1282,26.83
Benedikt,Podravska,2020,Ženske, Srednješolska - Skupaj,495,1282,38.61
Benedikt,Podravska,2020,Ženske," Višješolska, visokošolska - Skupaj",213,1282,16.61
Benedikt,Podravska,2020,Ženske, Visokošolska 1. stopnje ipd.,125,1282,9.75
Benedikt,Podravska,2020,Ženske, Visokošolska 2. stopnje ipd.,83,1282,6.47
Benedikt,Podravska,2020,Ženske, Visokošolska 3. stopnje ipd.,5,1282,0.39
Bistrica ob Sotli,Posavska,2012,Moški, Osnovnošolska ali manj - Skupaj,201,703,28.59
Bistrica ob Sotli,Posavska,2012,Moški, Srednješolska - Skupaj,314,703,44.67
Bistrica ob Sotli,Posavska,2012,Moški," Višješolska, visokošolska - Skupaj",64,703,9.1
Bistrica ob Sotli,Posavska,2012,Moški, Visokošolska 1. stopnje ipd.,31,703,4.41
Bistrica ob Sotli,Posavska,2012,Moški, Visokošolska 2. stopnje ipd.,31,703,4.41
Bistrica ob Sotli,Posavska,2012,Moški, Visokošolska 3. stopnje ipd.,2,703,0.28
Bistrica ob Sotli,Posavska,2012,Ženske, Osnovnošolska ali manj - Skupaj,284,712,39.89
Bistrica ob Sotli,Posavska,2012,Ženske, Srednješolska - Skupaj,228,712,32.02
Bistrica ob Sotli,Posavska,2012,Ženske," Višješolska, visokošolska - Skupaj",101,712,14.19
Bistrica ob Sotli,Posavska,2012,Ženske, Visokošolska 1. stopnje ipd.,47,712,6.6
Bistrica ob Sotli,Posavska,2012,Ženske, Visokošolska 2. stopnje ipd.,50,712,7.02
Bistrica ob Sotli,Posavska,2012,Ženske, Visokošolska 3. stopnje ipd.,4,712,0.56
Bistrica ob Sotli,Posavska,2013,Moški, Osnovnošolska ali manj - Skupaj,200,704,28.41
Bistrica ob Sotli,Posavska,2013,Moški, Srednješolska - Skupaj,316,704,44.89
Bistrica ob Sotli,Posavska,2013,Moški," Višješolska, visokošolska - Skupaj",68,704,9.66
Bistrica ob Sotli,Posavska,2013,Moški, Visokošolska 1. stopnje ipd.,36,704,5.11
Bistrica ob Sotli,Posavska,2013,Moški, Visokošolska 2. stopnje ipd.,30,704,4.26
Bistrica ob Sotli,Posavska,2013,Moški, Visokošolska 3. stopnje ipd.,2,704,0.28
Bistrica ob Sotli,Posavska,2013,Ženske, Osnovnošolska ali manj - Skupaj,276,702,39.32
Bistrica ob Sotli,Posavska,2013,Ženske, Srednješolska - Skupaj,229,702,32.62
Bistrica ob Sotli,Posavska,2013,Ženske," Višješolska, visokošolska - Skupaj",97,702,13.82
Bistrica ob Sotli,Posavska,2013,Ženske, Visokošolska 1. stopnje ipd.,44,702,6.27
Bistrica ob Sotli,Posavska,2013,Ženske, Visokošolska 2. stopnje ipd.,49,702,6.98
Bistrica ob Sotli,Posavska,2013,Ženske, Visokošolska 3. stopnje ipd.,4,702,0.57
Bistrica ob Sotli,Posavska,2014,Moški, Osnovnošolska ali manj - Skupaj,189,690,27.39
Bistrica ob Sotli,Posavska,2014,Moški, Srednješolska - Skupaj,319,690,46.23
Bistrica ob Sotli,Posavska,2014,Moški," Višješolska, visokošolska - Skupaj",68,690,9.86
Bistrica ob Sotli,Posavska,2014,Moški, Visokošolska 1. stopnje ipd.,38,690,5.51
Bistrica ob Sotli,Posavska,2014,Moški, Visokošolska 2. stopnje ipd.,27,690,3.91
Bistrica ob Sotli,Posavska,2014,Moški, Visokošolska 3. stopnje ipd.,3,690,0.43
Bistrica ob Sotli,Posavska,2014,Ženske, Osnovnošolska ali manj - Skupaj,268,696,38.51
Bistrica ob Sotli,Posavska,2014,Ženske, Srednješolska - Skupaj,226,696,32.47
Bistrica ob Sotli,Posavska,2014,Ženske," Višješolska, visokošolska - Skupaj",102,696,14.66
