obcina,regija,leto,spol,izobrazba,stevilo,prebivalci,odstotek
Metlika,Jugovzhodna Slovenija,2013,Moški, Visokošolska 3. stopnje ipd.,20,4233,0.47
Metlika,Jugovzhodna Slovenija,2013,Ženske, Osnovnošolska ali manj - Skupaj,1270,4150,30.6
Metlika,Jugovzhodna Slovenija,2013,Ženske, Srednješolska - Skupaj,1717,4150,41.37
Metlika,Jugovzhodna Slovenija,2013,Ženske," Višješolska, visokošolska - Skupaj",574,4150,13.83
Metlika,Jugovzhodna Slovenija,2013,Ženske, Visokošolska 1. stopnje ipd.,281,4150,6.77
Metlika,Jugovzhodna Slovenija,2013,Ženske, Visokošolska 2. stopnje ipd.,275,4150,6.63
Metlika,Jugovzhodna Slovenija,2013,Ženske, Visokošolska 3. stopnje ipd.,18,4150,0.43
Metlika,Jugovzhodna Slovenija,2014,Moški, Osnovnošolska ali manj - Skupaj,951,4253,22.36
Metlika,Jugovzhodna Slovenija,2014,Moški, Srednješolska - Skupaj,2166,4253,50.93
Metlika,Jugovzhodna Slovenija,2014,Moški," Višješolska, visokošolska - Skupaj",481,4253,11.31
Metlika,Jugovzhodna Slovenija,2014,Moški, Visokošolska 1. stopnje ipd.,274,4253,6.44
Metlika,Jugovzhodna Slovenija,2014,Moški, Visokošolska 2. stopnje ipd.,186,4253,4.37
Metlika,Jugovzhodna Slovenija,2014,Moški, Visokošolska 3. stopnje ipd.,21,4253,0.49
Metlika,Jugovzhodna Slovenija,2014,Ženske, Osnovnošolska ali manj - Skupaj,1280,4147,30.87
Metlika,Jugovzhodna Slovenija,2014,Ženske, Srednješolska - Skupaj,1707,4147,41.16
Metlika,Jugovzhodna Slovenija,2014,Ženske," Višješolska, visokošolska - Skupaj",583,4147,14.06
Metlika,Jugovzhodna Slovenija,2014,Ženske, Visokošolska 1. stopnje ipd.,295,4147,7.11
Metlika,Jugovzhodna Slovenija,2014,Ženske, Visokošolska 2. stopnje ipd.,268,4147,6.46
Metlika,Jugovzhodna Slovenija,2014,Ženske, Visokošolska 3. stopnje ipd.,20,4147,0.48
Metlika,Jugovzhodna Slovenija,2015,Moški, Osnovnošolska ali manj - Skupaj,916,4248,21.56
Metlika,Jugovzhodna Slovenija,2015,Moški, Srednješolska - Skupaj,2191,4248,51.58
Metlika,Jugovzhodna Slovenija,2015,Moški," Višješolska, visokošolska - Skupaj",490,4248,11.53
Metlika,Jugovzhodna Slovenija,2015,Moški, Visokošolska 1. stopnje ipd.,280,4248,6.59
Metlika,Jugovzhodna Slovenija,2015,Moški, Visokošolska 2. stopnje ipd.,190,4248,4.47
Metlika,Jugovzhodna Slovenija,2015,Moški, Visokošolska 3. stopnje ipd.,20,4248,0.47
Metlika,Jugovzhodna Slovenija,2015,Ženske, Osnovnošolska ali manj - Skupaj,1250,4149,30.13
Metlika,Jugovzhodna Slovenija,2015,Ženske, Srednješolska - Skupaj,1709,4149,41.19
Metlika,Jugovzhodna Slovenija,2015,Ženske," Višješolska, visokošolska - Skupaj",604,4149,14.56
Metlika,Jugovzhodna Slovenija,2015,Ženske, Visokošolska 1. stopnje ipd.,310,4149,7.47
Metlika,Jugovzhodna Slovenija,2015,Ženske, Visokošolska 2. stopnje ipd.,274,4149,6.6
Metlika,Jugovzhodna Slovenija,2015,Ženske, Visokošolska 3. stopnje ipd.,20,4149,0.48
Metlika,Jugovzhodna Slovenija,2016,Moški, Osnovnošolska ali manj - Skupaj,889,4236,20.99
Metlika,Jugovzhodna Slovenija,2016,Moški, Srednješolska - Skupaj,2198,4236,51.89
Metlika,Jugovzhodna Slovenija,2016,Moški," Višješolska, visokošolska - Skupaj",503,4236,11.87
Metlika,Jugovzhodna Slovenija,2016,Moški, Visokošolska 1. stopnje ipd.,290,4236,6.85
Metlika,Jugovzhodna Slovenija,2016,Moški, Visokošolska 2. stopnje ipd.,191,4236,4.51
Metlika,Jugovzhodna Slovenija,2016,Moški, Visokošolska 3. stopnje ipd.,22,4236,0.52
Metlika,Jugovzhodna Slovenija,2016,Ženske, Osnovnošolska ali manj - Skupaj,1208,4132,29.24
Metlika,Jugovzhodna Slovenija,2016,Ženske, Srednješolska - Skupaj,1697,4132,41.07
Metlika,Jugovzhodna Slovenija,2016,Ženske," Višješolska, visokošolska - Skupaj",659,4132,15.95
Metlika,Jugovzhodna Slovenija,2016,Ženske, Visokošolska 1. stopnje ipd.,347,4132,8.4
Metlika,Jugovzhodna Slovenija,2016,Ženske, Visokošolska 2. stopnje ipd.,289,4132,6.99
Metlika,Jugovzhodna Slovenija,2016,Ženske, Visokošolska 3. stopnje ipd.,23,4132,0.56
Metlika,Jugovzhodna Slovenija,2017,Moški, Osnovnošolska ali manj - Skupaj,856,4236,20.21
Metlika,Jugovzhodna Slovenija,2017,Moški, Srednješolska - Skupaj,2194,4236,51.79
Metlika,Jugovzhodna Slovenija,2017,Moški," Višješolska, visokošolska - Skupaj",531,4236,12.54
Metlika,Jugovzhodna Slovenija,2017,Moški, Visokošolska 1. stopnje ipd.,310,4236,7.32
Metlika,Jugovzhodna Slovenija,2017,Moški, Visokošolska 2. stopnje ipd.,199,4236,4.7
Metlika,Jugovzhodna Slovenija,2017,Moški, Visokošolska 3. stopnje ipd.,22,4236,0.52
Metlika,Jugovzhodna Slovenija,2017,Ženske, Osnovnošolska ali manj - Skupaj,1187,4103,28.93
Metlika,Jugovzhodna Slovenija,2017,Ženske, Srednješolska - Skupaj,1679,4103,40.92
Metlika,Jugovzhodna Slovenija,2017,Ženske," Višješolska, visokošolska - Skupaj",678,4103,16.52
Metlika,Jugovzhodna Slovenija,2017,Ženske, Visokošolska 1. stopnje ipd.,352,4103,8.58
Metlika,Jugovzhodna Slovenija,2017,Ženske, Visokošolska 2. stopnje ipd.,300,4103,7.31
Metlika,Jugovzhodna Slovenija,2017,Ženske, Visokošolska 3. stopnje ipd.,26,4103,0.63
Metlika,Jugovzhodna Slovenija,2018,Moški, Osnovnošolska ali manj - Skupaj,828,4248,19.49
Metlika,Jugovzhodna Slovenija,2018,Moški, Srednješolska - Skupaj,2220,4248,52.26
Metlika,Jugovzhodna Slovenija,2018,Moški," Višješolska, visokošolska - Skupaj",547,4248,12.88
Metlika,Jugovzhodna Slovenija,2018,Moški, Visokošolska 1. stopnje ipd.,317,4248,7.46
Metlika,Jugovzhodna Slovenija,2018,Moški, Visokošolska 2. stopnje ipd.,208,4248,4.9
Metlika,Jugovzhodna Slovenija,2018,Moški, Visokošolska 3. stopnje ipd.,22,4248,0.52
Metlika,Jugovzhodna Slovenija,2018,Ženske, Osnovnošolska ali manj - Skupaj,1155,4094,28.21
Metlika,Jugovzhodna Slovenija,2018,Ženske, Srednješolska - Skupaj,1686,4094,41.18
Metlika,Jugovzhodna Slovenija,2018,Ženske," Višješolska, visokošolska - Skupaj",688,4094,16.81
Metlika,Jugovzhodna Slovenija,2018,Ženske, Visokošolska 1. stopnje ipd.,347,4094,8.48
Metlika,Jugovzhodna Slovenija,2018,Ženske, Visokošolska 2. stopnje ipd.,316,4094,7.72
Metlika,Jugovzhodna Slovenija,2018,Ženske, Visokošolska 3. stopnje ipd.,25,4094,0.61
Metlika,Jugovzhodna Slovenija,2019,Moški, Osnovnošolska ali manj - Skupaj,788,4286,18.39
Metlika,Jugovzhodna Slovenija,2019,Moški, Srednješolska - Skupaj,2288,4286,53.38
Metlika,Jugovzhodna Slovenija,2019,Moški," Višješolska, visokošolska - Skupaj",545,4286,12.72
Metlika,Jugovzhodna Slovenija,2019,Moški, Visokošolska 1. stopnje ipd.,317,4286,7.4
Metlika,Jugovzhodna Slovenija,2019,Moški, Visokošolska 2. stopnje ipd.,205,4286,4.78
Metlika,Jugovzhodna Slovenija,2019,Moški, Visokošolska 3. stopnje ipd.,23,4286,0.54
Metlika,Jugovzhodna Slovenija,2019,Ženske, Osnovnošolska ali manj - Skupaj,1122,4100,27.37
Metlika,Jugovzhodna Slovenija,2019,Ženske, Srednješolska - Skupaj,1689,4100,41.2
Metlika,Jugovzhodna Slovenija,2019,Ženske," Višješolska, visokošolska - Skupaj",707,4100,17.24
Metlika,Jugovzhodna Slovenija,2019,Ženske, Visokošolska 1. stopnje ipd.,362,4100,8.83
Metlika,Jugovzhodna Slovenija,2019,Ženske, Visokošolska 2. stopnje ipd.,318,4100,7.76
Metlika,Jugovzhodna Slovenija,2019,Ženske, Visokošolska 3. stopnje ipd.,27,4100,0.66
Metlika,Jugovzhodna Slovenija,2020,Moški, Osnovnošolska ali manj - Skupaj,800,4371,18.3
Metlika,Jugovzhodna Slovenija,2020,Moški, Srednješolska - Skupaj,2367,4371,54.15
Metlika,Jugovzhodna Slovenija,2020,Moški," Višješolska, visokošolska - Skupaj",565,4371,12.93
Metlika,Jugovzhodna Slovenija,2020,Moški, Visokošolska 1. stopnje ipd.,338,4371,7.73
Metlika,Jugovzhodna Slovenija,2020,Moški, Visokošolska 2. stopnje ipd.,203,4371,4.64
Metlika,Jugovzhodna Slovenija,2020,Moški, Visokošolska 3. stopnje ipd.,24,4371,0.55
Metlika,Jugovzhodna Slovenija,2020,Ženske, Osnovnošolska ali manj - Skupaj,1109,4093,27.1
Metlika,Jugovzhodna Slovenija,2020,Ženske, Srednješolska - Skupaj,1684,4093,41.14
Metlika,Jugovzhodna Slovenija,2020,Ženske," Višješolska, visokošolska - Skupaj",719,4093,17.57
Metlika,Jugovzhodna Slovenija,2020,Ženske, Visokošolska 1. stopnje ipd.,354,4093,8.65
Metlika,Jugovzhodna Slovenija,2020,Ženske, Visokošolska 2. stopnje ipd.,338,4093,8.26
Metlika,Jugovzhodna Slovenija,2020,Ženske, Visokošolska 3. stopnje ipd.,27,4093,0.66
Mežica,Koroška,2012,Moški, Osnovnošolska ali manj - Skupaj,332,1833,18.11
Mežica,Koroška,2012,Moški, Srednješolska - Skupaj,1077,1833,58.76
Mežica,Koroška,2012,Moški," Višješolska, visokošolska - Skupaj",184,1833,10.04
Mežica,Koroška,2012,Moški, Visokošolska 1. stopnje ipd.,84,1833,4.58
Mežica,Koroška,2012,Moški, Visokošolska 2. stopnje ipd.,90,1833,4.91
Mežica,Koroška,2012,Moški, Visokošolska 3. stopnje ipd.,10,1833,0.55
Mežica,Koroška,2012,Ženske, Osnovnošolska ali manj - Skupaj,565,1808,31.25
Mežica,Koroška,2012,Ženske, Srednješolska - Skupaj,738,1808,40.82
Mežica,Koroška,2012,Ženske," Višješolska, visokošolska - Skupaj",269,1808,14.88
Mežica,Koroška,2012,Ženske, Visokošolska 1. stopnje ipd.,143,1808,7.91
Mežica,Koroška,2012,Ženske, Visokošolska 2. stopnje ipd.,116,1808,6.42
Mežica,Koroška,2012,Ženske, Visokošolska 3. stopnje ipd.,10,1808,0.55
Mežica,Koroška,2013,Moški, Osnovnošolska ali manj - Skupaj,322,1816,17.73
Mežica,Koroška,2013,Moški, Srednješolska - Skupaj,1078,1816,59.36
Mežica,Koroška,2013,Moški," Višješolska, visokošolska - Skupaj",185,1816,10.19
Mežica,Koroška,2013,Moški, Visokošolska 1. stopnje ipd.,82,1816,4.52
Mežica,Koroška,2013,Moški, Visokošolska 2. stopnje ipd.,91,1816,5.01
Mežica,Koroška,2013,Moški, Visokošolska 3. stopnje ipd.,12,1816,0.66
Mežica,Koroška,2013,Ženske, Osnovnošolska ali manj - Skupaj,553,1806,30.62
Mežica,Koroška,2013,Ženske, Srednješolska - Skupaj,734,1806,40.64
Mežica,Koroška,2013,Ženske," Višješolska, visokošolska - Skupaj",278,1806,15.39
Mežica,Koroška,2013,Ženske, Visokošolska 1. stopnje ipd.,150,1806,8.31
Mežica,Koroška,2013,Ženske, Visokošolska 2. stopnje ipd.,118,1806,6.53
Mežica,Koroška,2013,Ženske, Visokošolska 3. stopnje ipd.,10,1806,0.55
Mežica,Koroška,2014,Moški, Osnovnošolska ali manj - Skupaj,287,1806,15.89
Mežica,Koroška,2014,Moški, Srednješolska - Skupaj,1084,1806,60.02
Mežica,Koroška,2014,Moški," Višješolska, visokošolska - Skupaj",195,1806,10.8
Mežica,Koroška,2014,Moški, Visokošolska 1. stopnje ipd.,88,1806,4.87
Mežica,Koroška,2014,Moški, Visokošolska 2. stopnje ipd.,96,1806,5.32
Mežica,Koroška,2014,Moški, Visokošolska 3. stopnje ipd.,11,1806,0.61
Mežica,Koroška,2014,Ženske, Osnovnošolska ali manj - Skupaj,555,1812,30.63
Mežica,Koroška,2014,Ženske, Srednješolska - Skupaj,733,1812,40.45
Mežica,Koroška,2014,Ženske," Višješolska, visokošolska - Skupaj",293,1812,16.17
Mežica,Koroška,2014,Ženske, Visokošolska 1. stopnje ipd.,162,1812,8.94
Mežica,Koroška,2014,Ženske, Visokošolska 2. stopnje ipd.,121,1812,6.68
Mežica,Koroška,2014,Ženske, Visokošolska 3. stopnje ipd.,10,1812,0.55
Mežica,Koroška,2015,Moški, Osnovnošolska ali manj - Skupaj,282,1824,15.46
Mežica,Koroška,2015,Moški, Srednješolska - Skupaj,1101,1824,60.36
Mežica,Koroška,2015,Moški," Višješolska, visokošolska - Skupaj",199,1824,10.91
Mežica,Koroška,2015,Moški, Visokošolska 1. stopnje ipd.,91,1824,4.99
Mežica,Koroška,2015,Moški, Visokošolska 2. stopnje ipd.,97,1824,5.32
Mežica,Koroška,2015,Moški, Visokošolska 3. stopnje ipd.,11,1824,0.6
Mežica,Koroška,2015,Ženske, Osnovnošolska ali manj - Skupaj,540,1791,30.15
Mežica,Koroška,2015,Ženske, Srednješolska - Skupaj,733,1791,40.93
Mežica,Koroška,2015,Ženske," Višješolska, visokošolska - Skupaj",298,1791,16.64
Mežica,Koroška,2015,Ženske, Visokošolska 1. stopnje ipd.,165,1791,9.21
Mežica,Koroška,2015,Ženske, Visokošolska 2. stopnje ipd.,122,1791,6.81
Mežica,Koroška,2015,Ženske, Visokošolska 3. stopnje ipd.,11,1791,0.61
Mežica,Koroška,2016,Moški, Osnovnošolska ali manj - Skupaj,265,1816,14.59
Mežica,Koroška,2016,Moški, Srednješolska - Skupaj,1108,1816,61.01
Mežica,Koroška,2016,Moški," Višješolska, visokošolska - Skupaj",206,1816,11.34
Mežica,Koroška,2016,Moški, Visokošolska 1. stopnje ipd.,97,1816,5.34
Mežica,Koroška,2016,Moški, Visokošolska 2. stopnje ipd.,98,1816,5.4
Mežica,Koroška,2016,Moški, Visokošolska 3. stopnje ipd.,11,1816,0.61
Mežica,Koroška,2016,Ženske, Osnovnošolska ali manj - Skupaj,530,1769,29.96
Mežica,Koroška,2016,Ženske, Srednješolska - Skupaj,729,1769,41.21
Mežica,Koroška,2016,Ženske," Višješolska, visokošolska - Skupaj",299,1769,16.9
Mežica,Koroška,2016,Ženske, Visokošolska 1. stopnje ipd.,164,1769,9.27
Mežica,Koroška,2016,Ženske, Visokošolska 2. stopnje ipd.,122,1769,6.9
Mežica,Koroška,2016,Ženske, Visokošolska 3. stopnje ipd.,13,1769,0.73
Mežica,Koroška,2017,Moški, Osnovnošolska ali manj - Skupaj,260,1813,14.34
Mežica,Koroška,2017,Moški, Srednješolska - Skupaj,1107,1813,61.06
Mežica,Koroška,2017,Moški," Višješolska, visokošolska - Skupaj",209,1813,11.53
Mežica,Koroška,2017,Moški, Visokošolska 1. stopnje ipd.,98,1813,5.41
Mežica,Koroška,2017,Moški, Visokošolska 2. stopnje ipd.,99,1813,5.46
Mežica,Koroška,2017,Moški, Visokošolska 3. stopnje ipd.,12,1813,0.66
Mežica,Koroška,2017,Ženske, Osnovnošolska ali manj - Skupaj,508,1760,28.86
Mežica,Koroška,2017,Ženske, Srednješolska - Skupaj,710,1760,40.34
Mežica,Koroška,2017,Ženske," Višješolska, visokošolska - Skupaj",316,1760,17.95
Mežica,Koroška,2017,Ženske, Visokošolska 1. stopnje ipd.,172,1760,9.77
Mežica,Koroška,2017,Ženske, Visokošolska 2. stopnje ipd.,124,1760,7.05
Mežica,Koroška,2017,Ženske, Visokošolska 3. stopnje ipd.,20,1760,1.14
Mežica,Koroška,2018,Moški, Osnovnošolska ali manj - Skupaj,260,1802,14.43
Mežica,Koroška,2018,Moški, Srednješolska - Skupaj,1094,1802,60.71
Mežica,Koroška,2018,Moški," Višješolska, visokošolska - Skupaj",207,1802,11.49
Mežica,Koroška,2018,Moški, Visokošolska 1. stopnje ipd.,97,1802,5.38
Mežica,Koroška,2018,Moški, Visokošolska 2. stopnje ipd.,98,1802,5.44
Mežica,Koroška,2018,Moški, Visokošolska 3. stopnje ipd.,12,1802,0.67
Mežica,Koroška,2018,Ženske, Osnovnošolska ali manj - Skupaj,487,1742,27.96
Mežica,Koroška,2018,Ženske, Srednješolska - Skupaj,706,1742,40.53
Mežica,Koroška,2018,Ženske," Višješolska, visokošolska - Skupaj",324,1742,18.6
Mežica,Koroška,2018,Ženske, Visokošolska 1. stopnje ipd.,176,1742,10.1
Mežica,Koroška,2018,Ženske, Visokošolska 2. stopnje ipd.,128,1742,7.35
Mežica,Koroška,2018,Ženske, Visokošolska 3. stopnje ipd.,20,1742,1.15
Mežica,Koroška,2019,Moški, Osnovnošolska ali manj - Skupaj,258,1831,14.09
Mežica,Koroška,2019,Moški, Srednješolska - Skupaj,1115,1831,60.9
Mežica,Koroška,2019,Moški," Višješolska, visokošolska - Skupaj",220,1831,12.02
Mežica,Koroška,2019,Moški, Visokošolska 1. stopnje ipd.,106,1831,5.79
Mežica,Koroška,2019,Moški, Visokošolska 2. stopnje ipd.,102,1831,5.57
Mežica,Koroška,2019,Moški, Visokošolska 3. stopnje ipd.,12,1831,0.66
Mežica,Koroška,2019,Ženske, Osnovnošolska ali manj - Skupaj,466,1731,26.92
Mežica,Koroška,2019,Ženske, Srednješolska - Skupaj,718,1731,41.48
Mežica,Koroška,2019,Ženske," Višješolska, visokošolska - Skupaj",323,1731,18.66
Mežica,Koroška,2019,Ženske, Visokošolska 1. stopnje ipd.,181,1731,10.46
Mežica,Koroška,2019,Ženske, Visokošolska 2. stopnje ipd.,125,1731,7.22
Mežica,Koroška,2019,Ženske, Visokošolska 3. stopnje ipd.,17,1731,0.98
Mežica,Koroška,2020,Moški, Osnovnošolska ali manj - Skupaj,267,1865,14.32
Mežica,Koroška,2020,Moški, Srednješolska - Skupaj,1137,1865,60.97
Mežica,Koroška,2020,Moški," Višješolska, visokošolska - Skupaj",225,1865,12.06
Mežica,Koroška,2020,Moški, Visokošolska 1. stopnje ipd.,111,1865,5.95
Mežica,Koroška,2020,Moški, Visokošolska 2. stopnje ipd.,102,1865,5.47
Mežica,Koroška,2020,Moški, Visokošolska 3. stopnje ipd.,12,1865,0.64
Mežica,Koroška,2020,Ženske, Osnovnošolska ali manj - Skupaj,456,1730,26.36
Mežica,Koroška,2020,Ženske, Srednješolska - Skupaj,720,1730,41.62
Mežica,Koroška,2020,Ženske," Višješolska, visokošolska - Skupaj",324,1730,18.73
Mežica,Koroška,2020,Ženske, Visokošolska 1. stopnje ipd.,179,1730,10.35
Mežica,Koroška,2020,Ženske, Visokošolska 2. stopnje ipd.,128,1730,7.4
Mežica,Koroška,2020,Ženske, Visokošolska 3. stopnje ipd.,17,1730,0.98
Miklavž na Dravskem polju,Podravska,2012,Moški, Osnovnošolska ali manj - Skupaj,440,3160,13.92
Miklavž na Dravskem polju,Podravska,2012,Moški, Srednješolska - Skupaj,1890,3160,59.81
Miklavž na Dravskem polju,Podravska,2012,Moški," Višješolska, visokošolska - Skupaj",378,3160,11.96
Miklavž na Dravskem polju,Podravska,2012,Moški, Visokošolska 1. stopnje ipd.,193,3160,6.11
Miklavž na Dravskem polju,Podravska,2012,Moški, Visokošolska 2. stopnje ipd.,154,3160,4.87
Miklavž na Dravskem polju,Podravska,2012,Moški, Visokošolska 3. stopnje ipd.,31,3160,0.98
Miklavž na Dravskem polju,Podravska,2012,Ženske, Osnovnošolska ali manj - Skupaj,800,3241,24.68
Miklavž na Dravskem polju,Podravska,2012,Ženske, Srednješolska - Skupaj,1479,3241,45.63
Miklavž na Dravskem polju,Podravska,2012,Ženske," Višješolska, visokošolska - Skupaj",547,3241,16.88
Miklavž na Dravskem polju,Podravska,2012,Ženske, Visokošolska 1. stopnje ipd.,283,3241,8.73
Miklavž na Dravskem polju,Podravska,2012,Ženske, Visokošolska 2. stopnje ipd.,243,3241,7.5
Miklavž na Dravskem polju,Podravska,2012,Ženske, Visokošolska 3. stopnje ipd.,21,3241,0.65
Miklavž na Dravskem polju,Podravska,2013,Moški, Osnovnošolska ali manj - Skupaj,403,3163,12.74
Miklavž na Dravskem polju,Podravska,2013,Moški, Srednješolska - Skupaj,1901,3163,60.1
Miklavž na Dravskem polju,Podravska,2013,Moški," Višješolska, visokošolska - Skupaj",393,3163,12.42
Miklavž na Dravskem polju,Podravska,2013,Moški, Visokošolska 1. stopnje ipd.,199,3163,6.29
Miklavž na Dravskem polju,Podravska,2013,Moški, Visokošolska 2. stopnje ipd.,161,3163,5.09
Miklavž na Dravskem polju,Podravska,2013,Moški, Visokošolska 3. stopnje ipd.,33,3163,1.04
Miklavž na Dravskem polju,Podravska,2013,Ženske, Osnovnošolska ali manj - Skupaj,774,3248,23.83
Miklavž na Dravskem polju,Podravska,2013,Ženske, Srednješolska - Skupaj,1479,3248,45.54
Miklavž na Dravskem polju,Podravska,2013,Ženske," Višješolska, visokošolska - Skupaj",573,3248,17.64
Miklavž na Dravskem polju,Podravska,2013,Ženske, Visokošolska 1. stopnje ipd.,304,3248,9.36
Miklavž na Dravskem polju,Podravska,2013,Ženske, Visokošolska 2. stopnje ipd.,246,3248,7.57
Miklavž na Dravskem polju,Podravska,2013,Ženske, Visokošolska 3. stopnje ipd.,23,3248,0.71
Miklavž na Dravskem polju,Podravska,2014,Moški, Osnovnošolska ali manj - Skupaj,399,3168,12.59
Miklavž na Dravskem polju,Podravska,2014,Moški, Srednješolska - Skupaj,1889,3168,59.63
Miklavž na Dravskem polju,Podravska,2014,Moški," Višješolska, visokošolska - Skupaj",422,3168,13.32
Miklavž na Dravskem polju,Podravska,2014,Moški, Visokošolska 1. stopnje ipd.,223,3168,7.04
Miklavž na Dravskem polju,Podravska,2014,Moški, Visokošolska 2. stopnje ipd.,162,3168,5.11
Miklavž na Dravskem polju,Podravska,2014,Moški, Visokošolska 3. stopnje ipd.,37,3168,1.17
Miklavž na Dravskem polju,Podravska,2014,Ženske, Osnovnošolska ali manj - Skupaj,763,3272,23.32
Miklavž na Dravskem polju,Podravska,2014,Ženske, Srednješolska - Skupaj,1459,3272,44.59
Miklavž na Dravskem polju,Podravska,2014,Ženske," Višješolska, visokošolska - Skupaj",610,3272,18.64
Miklavž na Dravskem polju,Podravska,2014,Ženske, Visokošolska 1. stopnje ipd.,328,3272,10.02
Miklavž na Dravskem polju,Podravska,2014,Ženske, Visokošolska 2. stopnje ipd.,257,3272,7.85
Miklavž na Dravskem polju,Podravska,2014,Ženske, Visokošolska 3. stopnje ipd.,25,3272,0.76
Miklavž na Dravskem polju,Podravska,2015,Moški, Osnovnošolska ali manj - Skupaj,392,3175,12.35
Miklavž na Dravskem polju,Podravska,2015,Moški, Srednješolska - Skupaj,1869,3175,58.87
Miklavž na Dravskem polju,Podravska,2015,Moški," Višješolska, visokošolska - Skupaj",433,3175,13.64
Miklavž na Dravskem polju,Podravska,2015,Moški, Visokošolska 1. stopnje ipd.,232,3175,7.31
Miklavž na Dravskem polju,Podravska,2015,Moški, Visokošolska 2. stopnje ipd.,163,3175,5.13
Miklavž na Dravskem polju,Podravska,2015,Moški, Visokošolska 3. stopnje ipd.,38,3175,1.2
Miklavž na Dravskem polju,Podravska,2015,Ženske, Osnovnošolska ali manj - Skupaj,732,3297,22.2
Miklavž na Dravskem polju,Podravska,2015,Ženske, Srednješolska - Skupaj,1463,3297,44.37
Miklavž na Dravskem polju,Podravska,2015,Ženske," Višješolska, visokošolska - Skupaj",629,3297,19.08
Miklavž na Dravskem polju,Podravska,2015,Ženske, Visokošolska 1. stopnje ipd.,335,3297,10.16
Miklavž na Dravskem polju,Podravska,2015,Ženske, Visokošolska 2. stopnje ipd.,265,3297,8.04
Miklavž na Dravskem polju,Podravska,2015,Ženske, Visokošolska 3. stopnje ipd.,29,3297,0.88
Miklavž na Dravskem polju,Podravska,2016,Moški, Osnovnošolska ali manj - Skupaj,382,3221,11.86
Miklavž na Dravskem polju,Podravska,2016,Moški, Srednješolska - Skupaj,1894,3221,58.8
Miklavž na Dravskem polju,Podravska,2016,Moški," Višješolska, visokošolska - Skupaj",447,3221,13.88
Miklavž na Dravskem polju,Podravska,2016,Moški, Visokošolska 1. stopnje ipd.,236,3221,7.33
Miklavž na Dravskem polju,Podravska,2016,Moški, Visokošolska 2. stopnje ipd.,169,3221,5.25
Miklavž na Dravskem polju,Podravska,2016,Moški, Visokošolska 3. stopnje ipd.,42,3221,1.3
Miklavž na Dravskem polju,Podravska,2016,Ženske, Osnovnošolska ali manj - Skupaj,701,3312,21.17
Miklavž na Dravskem polju,Podravska,2016,Ženske, Srednješolska - Skupaj,1470,3312,44.38
Miklavž na Dravskem polju,Podravska,2016,Ženske," Višješolska, visokošolska - Skupaj",666,3312,20.11
Miklavž na Dravskem polju,Podravska,2016,Ženske, Visokošolska 1. stopnje ipd.,346,3312,10.45
Miklavž na Dravskem polju,Podravska,2016,Ženske, Visokošolska 2. stopnje ipd.,288,3312,8.7
Miklavž na Dravskem polju,Podravska,2016,Ženske, Visokošolska 3. stopnje ipd.,32,3312,0.97
Miklavž na Dravskem polju,Podravska,2017,Moški, Osnovnošolska ali manj - Skupaj,373,3268,11.41
Miklavž na Dravskem polju,Podravska,2017,Moški, Srednješolska - Skupaj,1907,3268,58.35
Miklavž na Dravskem polju,Podravska,2017,Moški," Višješolska, visokošolska - Skupaj",477,3268,14.6
Miklavž na Dravskem polju,Podravska,2017,Moški, Visokošolska 1. stopnje ipd.,250,3268,7.65
Miklavž na Dravskem polju,Podravska,2017,Moški, Visokošolska 2. stopnje ipd.,180,3268,5.51
Miklavž na Dravskem polju,Podravska,2017,Moški, Visokošolska 3. stopnje ipd.,47,3268,1.44
Miklavž na Dravskem polju,Podravska,2017,Ženske, Osnovnošolska ali manj - Skupaj,677,3309,20.46
Miklavž na Dravskem polju,Podravska,2017,Ženske, Srednješolska - Skupaj,1449,3309,43.79
Miklavž na Dravskem polju,Podravska,2017,Ženske," Višješolska, visokošolska - Skupaj",709,3309,21.43
Miklavž na Dravskem polju,Podravska,2017,Ženske, Visokošolska 1. stopnje ipd.,360,3309,10.88
Miklavž na Dravskem polju,Podravska,2017,Ženske, Visokošolska 2. stopnje ipd.,309,3309,9.34
Miklavž na Dravskem polju,Podravska,2017,Ženske, Visokošolska 3. stopnje ipd.,40,3309,1.21
Miklavž na Dravskem polju,Podravska,2018,Moški, Osnovnošolska ali manj - Skupaj,373,3258,11.45
Miklavž na Dravskem polju,Podravska,2018,Moški, Srednješolska - Skupaj,1905,3258,58.47
Miklavž na Dravskem polju,Podravska,2018,Moški," Višješolska, visokošolska - Skupaj",489,3258,15.01
Miklavž na Dravskem polju,Podravska,2018,Moški, Visokošolska 1. stopnje ipd.,260,3258,7.98
Miklavž na Dravskem polju,Podravska,2018,Moški, Visokošolska 2. stopnje ipd.,178,3258,5.46
Miklavž na Dravskem polju,Podravska,2018,Moški, Visokošolska 3. stopnje ipd.,51,3258,1.57
Miklavž na Dravskem polju,Podravska,2018,Ženske, Osnovnošolska ali manj - Skupaj,667,3314,20.13
Miklavž na Dravskem polju,Podravska,2018,Ženske, Srednješolska - Skupaj,1441,3314,43.48
Miklavž na Dravskem polju,Podravska,2018,Ženske," Višješolska, visokošolska - Skupaj",710,3314,21.42
Miklavž na Dravskem polju,Podravska,2018,Ženske, Visokošolska 1. stopnje ipd.,374,3314,11.29
